time,price,type,confidence,reason
2020-04-07 21:00:00,7172.3,ENTER_LONG,75,"Price pulled back to 50 SMA in uptrend, Oversold RSI (33.79) in uptrend, Recent swing low confirmed, Volatility expansion after contraction (confirmed on 1h/4h)"
2020-04-08 17:00:00,7307.95,EXIT_LONG,90,Bearish MACD divergence detected
2020-04-08 19:00:00,7306.09,ENTER_LONG,65,"Price pulled back to 50 SMA in uptrend, Oversold RSI (38.14) in uptrend, Price rejection from 20 SMA support (confirmed on 1h/4h)"
2020-04-09 07:00:00,7330.0,EXIT_LONG,90,Bearish MACD divergence detected
2020-04-09 07:00:00,7330.0,ENTER_LONG,70,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, Price rejection from 20 SMA support, Volatility expansion after contraction (confirmed on 1h/4h)"
2020-04-09 08:00:00,7330.01,EXIT_LONG,90,Bearish MACD divergence detected
2020-04-09 13:00:00,7327.68,ENTER_LONG,85,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, High volume confirmation (1.60x average), Price rejection from 20 SMA support, Volatility expansion after contraction (confirmed on 1h/4h)"
2020-04-09 14:00:00,7322.88,EXIT_LONG,90,Bearish MACD divergence detected
2020-04-09 14:00:00,7322.88,ENTER_LONG,70,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, Price rejection from 20 SMA support, Volatility expansion after contraction (confirmed on 1h/4h)"
2020-04-12 17:00:00,7091.69,EXIT_LONG,90,RSI reversal from overbought levels (RSI: 83.97)
2020-04-15 06:00:00,6885.26,ENTER_LONG,65,"Price pulled back to 50 SMA in uptrend, Oversold RSI (39.75) in uptrend, Price rejection from 20 SMA support (confirmed on 1h/4h)"
2020-04-17 09:00:00,7103.04,EXIT_LONG,90,Bearish MACD divergence detected
2020-04-19 23:00:00,7120.74,ENTER_SHORT,90,"Price pulled back to 50 SMA in downtrend, Recent swing high confirmed, High volume confirmation (1.32x average), MACD bearish crossover signaling trend resumption, Price rejection from 20 SMA resistance (confirmed on 1h/4h)"
2020-04-20 00:00:00,7161.16,EXIT_SHORT,90,Bullish MACD divergence detected
2020-04-25 00:00:00,7471.35,ENTER_LONG,75,"Price pulled back to 50 SMA in uptrend, Oversold RSI (36.74) in uptrend, Recent swing low confirmed, Volatility expansion after contraction (confirmed on 1h/4h)"
2020-04-25 05:00:00,7563.45,EXIT_LONG,90,Bearish MACD divergence detected
2020-04-25 16:00:00,7548.0,ENTER_LONG,75,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, High volume confirmation (1.87x average), Price rejection from 20 SMA support (confirmed on 1h/4h)"
2020-04-26 00:00:00,7563.08,EXIT_LONG,90,Bearish MACD divergence detected
2020-04-27 13:00:00,7690.36,ENTER_LONG,75,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, High volume confirmation (1.70x average), Price rejection from 20 SMA support (confirmed on 1h/4h)"
2020-04-27 18:00:00,7709.12,EXIT_LONG,90,Bearish MACD divergence detected
2020-04-28 09:00:00,7741.68,ENTER_LONG,70,"Price pulled back to 50 SMA in uptrend, High volume confirmation (1.36x average), Price rejection from 20 SMA support, Volatility expansion after contraction (confirmed on 1h/4h)"
2020-04-28 13:00:00,7727.1,EXIT_LONG,90,Bearish MACD divergence detected
2020-04-28 14:00:00,7683.41,ENTER_LONG,75,"Price pulled back to 50 SMA in uptrend, Oversold RSI (39.90) in uptrend, High volume confirmation (1.56x average), Volatility expansion after contraction (confirmed on 1h/4h)"
2020-04-28 19:00:00,7717.04,EXIT_LONG,90,Bearish MACD divergence detected
2020-04-28 22:00:00,7748.02,ENTER_LONG,70,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, MACD bullish crossover signaling trend resumption, Volatility expansion after contraction (confirmed on 1h/4h)"
2020-04-29 05:00:00,7863.0,EXIT_LONG,90,RSI reversal from overbought levels (RSI: 84.50)
2020-05-02 09:00:00,8811.9,ENTER_LONG,70,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, Price rejection from 20 SMA support, Volatility expansion after contraction (confirmed on 1h/4h)"
2020-05-02 10:00:00,8828.23,EXIT_LONG,90,Bearish MACD divergence detected
2020-05-02 10:00:00,8828.23,ENTER_LONG,70,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, High volume confirmation (1.32x average), Volatility expansion after contraction (confirmed on 1h/4h)"
2020-05-02 11:00:00,8834.0,EXIT_LONG,90,Bearish MACD divergence detected
2020-05-02 18:00:00,8866.72,ENTER_LONG,85,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, High volume confirmation (2.28x average), Price rejection from 20 SMA support, Volatility expansion after contraction (confirmed on 1h/4h)"
2020-05-03 10:00:00,9041.46,EXIT_LONG,90,Bearish MACD divergence detected
2020-05-09 04:00:00,9830.23,ENTER_LONG,75,"Price pulled back to 50 SMA in uptrend, Oversold RSI (39.01) in uptrend, Recent swing low confirmed, Volatility expansion after contraction (confirmed on 1h/4h)"
2020-05-10 00:00:00,8703.67,EXIT_LONG,100,Trailing stop hit at $9043.81 (8.0% from high of $9830.23)
2020-05-11 19:00:00,8746.86,ENTER_LONG,90,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, High volume confirmation (1.65x average), MACD bullish crossover signaling trend resumption, Price rejection from 20 SMA support (confirmed on 1h/4h)"
2020-05-13 00:00:00,8934.03,EXIT_LONG,90,Bearish MACD divergence detected
2020-05-15 04:00:00,9444.21,ENTER_LONG,65,"Price pulled back to 50 SMA in uptrend, Oversold RSI (33.36) in uptrend, Recent swing low confirmed (confirmed on 1h/4h)"
2020-05-18 01:00:00,9902.1,EXIT_LONG,90,Bearish MACD divergence detected
2020-05-18 08:00:00,9591.54,ENTER_LONG,80,"Price pulled back to 50 SMA in uptrend, Oversold RSI (38.99) in uptrend, Recent swing low confirmed, High volume confirmation (2.48x average) (confirmed on 1h/4h)"
2020-05-18 14:00:00,9708.56,EXIT_LONG,90,Bearish MACD divergence detected
2020-05-18 17:00:00,9625.07,ENTER_LONG,65,"Price pulled back to 50 SMA in uptrend, Oversold RSI (27.65) in uptrend, Recent swing low confirmed (confirmed on 1h/4h)"
2020-05-20 06:00:00,9724.39,EXIT_LONG,90,Bearish MACD divergence detected
2020-05-20 06:00:00,9724.39,ENTER_LONG,75,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, High volume confirmation (2.03x average), Price rejection from 20 SMA support (confirmed on 1h/4h)"
2020-05-21 18:00:00,8831.26,EXIT_LONG,100,Trailing stop hit at $9006.62 (8.0% from high of $9789.80)
2020-05-24 02:00:00,9198.96,ENTER_LONG,75,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, MACD bullish crossover signaling trend resumption, Price rejection from 20 SMA support (confirmed on 1h/4h)"
2020-05-27 18:00:00,9169.48,EXIT_LONG,90,RSI reversal from overbought levels (RSI: 84.28)
2020-06-04 11:00:00,9622.08,ENTER_LONG,75,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, High volume confirmation (2.79x average), Price rejection from 20 SMA support (confirmed on 1h/4h)"
2020-06-04 12:00:00,9642.02,EXIT_LONG,90,Bearish MACD divergence detected
2020-06-04 12:00:00,9642.02,ENTER_LONG,75,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, High volume confirmation (1.40x average), Price rejection from 20 SMA support (confirmed on 1h/4h)"
2020-06-05 08:00:00,9833.43,EXIT_LONG,90,Bearish MACD divergence detected
2020-06-06 19:00:00,9657.39,ENTER_LONG,70,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, Price rejection from 20 SMA support, Volatility expansion after contraction (confirmed on 1h/4h)"
2020-06-08 09:00:00,9745.85,EXIT_LONG,90,Bearish MACD divergence detected
2020-06-08 14:00:00,9671.0,ENTER_LONG,65,"Price pulled back to 50 SMA in uptrend, Oversold RSI (33.81) in uptrend, Recent swing low confirmed (confirmed on 1h/4h)"
2020-06-09 00:00:00,9703.05,EXIT_LONG,90,Bearish MACD divergence detected
2020-06-09 00:00:00,9703.05,ENTER_LONG,70,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, High volume confirmation (4.27x average), Volatility expansion after contraction (confirmed on 1h/4h)"
2020-06-10 13:00:00,9750.0,EXIT_LONG,90,Bearish MACD divergence detected
2020-06-10 18:00:00,9823.58,ENTER_LONG,100,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, High volume confirmation (6.64x average), MACD bullish crossover signaling trend resumption, Price rejection from 20 SMA support, Volatility expansion after contraction (confirmed on 1h/4h)"
2020-06-11 00:00:00,9890.34,EXIT_LONG,90,RSI reversal from overbought levels (RSI: 80.37)
2020-06-13 13:00:00,9429.04,ENTER_LONG,65,"Price pulled back to 50 SMA in uptrend, Oversold RSI (38.34) in uptrend, Recent swing low confirmed (confirmed on 1h/4h)"
2020-06-16 12:00:00,9565.0,EXIT_LONG,90,Bearish MACD divergence detected
2020-06-17 17:00:00,9402.27,ENTER_SHORT,70,"Price pulled back to 50 SMA in downtrend, Recent swing high confirmed, High volume confirmation (1.46x average), Volatility expansion after contraction (confirmed on 1h/4h)"
2020-06-18 09:00:00,9411.45,EXIT_SHORT,90,Bullish MACD divergence detected
2020-06-18 13:00:00,9403.01,ENTER_SHORT,75,"Price pulled back to 50 SMA in downtrend, Recent swing high confirmed, High volume confirmation (1.67x average), Price rejection from 20 SMA resistance (confirmed on 1h/4h)"
2020-06-19 15:00:00,9383.32,EXIT_SHORT,90,Bullish MACD divergence detected
2020-06-20 00:00:00,9302.24,ENTER_SHORT,70,"Price pulled back to 50 SMA in downtrend, Recent swing high confirmed, Price rejection from 20 SMA resistance, Volatility expansion after contraction (confirmed on 1h/4h)"
2020-06-20 11:00:00,9325.87,EXIT_SHORT,90,Bullish MACD divergence detected
2020-06-20 13:00:00,9288.55,ENTER_SHORT,70,"Price pulled back to 50 SMA in downtrend, Recent swing high confirmed, Price rejection from 20 SMA resistance, Volatility expansion after contraction (confirmed on 1h/4h)"
2020-06-24 21:00:00,9273.5,EXIT_SHORT,90,Bullish MACD divergence detected
2020-06-27 09:00:00,9143.57,ENTER_SHORT,70,"Price pulled back to 50 SMA in downtrend, Recent swing high confirmed, Price rejection from 20 SMA resistance, Volatility expansion after contraction (confirmed on 1h/4h)"
2020-06-27 15:00:00,9130.76,EXIT_SHORT,90,Bullish MACD divergence detected
2020-06-27 15:00:00,9130.76,ENTER_SHORT,70,"Price pulled back to 50 SMA in downtrend, High volume confirmation (1.46x average), Price rejection from 20 SMA resistance, Volatility expansion after contraction (confirmed on 1h/4h)"
2020-06-27 20:00:00,8953.14,EXIT_SHORT,90,RSI reversal from oversold levels (RSI: 13.81)
2020-06-29 13:00:00,9048.62,ENTER_SHORT,70,"Price pulled back to 50 SMA in downtrend, Recent swing high confirmed, High volume confirmation (2.13x average), Volatility expansion after contraction (confirmed on 1h/4h)"
2020-07-02 16:00:00,9044.36,EXIT_SHORT,90,RSI reversal from oversold levels (RSI: 18.11)
2020-07-03 22:00:00,9083.99,ENTER_SHORT,70,"Price pulled back to 50 SMA in downtrend, Recent swing high confirmed, Price rejection from 20 SMA resistance, Volatility expansion after contraction (confirmed on 1h/4h)"
2020-07-03 23:00:00,9058.26,EXIT_SHORT,90,Bullish MACD divergence detected
2020-07-04 11:00:00,9057.69,ENTER_SHORT,70,"Price pulled back to 50 SMA in downtrend, High volume confirmation (1.67x average), MACD bearish crossover signaling trend resumption, Volatility expansion after contraction (confirmed on 1h/4h)"
2020-07-04 12:00:00,9069.12,EXIT_SHORT,90,Bullish MACD divergence detected
2020-07-05 05:00:00,9076.71,ENTER_SHORT,75,"Price pulled back to 50 SMA in downtrend, High volume confirmation (1.74x average), MACD bearish crossover signaling trend resumption, Price rejection from 20 SMA resistance (confirmed on 1h/4h)"
2020-07-05 20:00:00,9012.05,EXIT_SHORT,90,Bullish MACD divergence detected
2020-07-09 14:00:00,9295.9,ENTER_SHORT,70,"Price pulled back to 50 SMA in downtrend, Recent swing high confirmed, High volume confirmation (2.40x average), Volatility expansion after contraction (confirmed on 1h/4h)"
2020-07-10 02:00:00,9215.17,EXIT_SHORT,90,Bullish MACD divergence detected
2020-07-10 15:00:00,9245.92,ENTER_LONG,70,"Price pulled back to 50 SMA in uptrend, High volume confirmation (1.43x average), Price rejection from 20 SMA support, Volatility expansion after contraction (confirmed on 1h/4h)"
2020-07-12 13:00:00,9210.0,EXIT_LONG,90,Bearish MACD divergence detected
2020-07-12 22:00:00,9298.46,ENTER_LONG,85,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, High volume confirmation (1.78x average), MACD bullish crossover signaling trend resumption, Volatility expansion after contraction (confirmed on 1h/4h)"
2020-07-13 09:00:00,9284.2,EXIT_LONG,90,Bearish MACD divergence detected
2020-07-13 19:00:00,9235.07,ENTER_LONG,90,"Price pulled back to 50 SMA in uptrend, Oversold RSI (38.41) in uptrend, Recent swing low confirmed, High volume confirmation (2.55x average), Volatility expansion after contraction (confirmed on 1h/4h)"
2020-07-18 08:00:00,9153.42,EXIT_LONG,90,Bearish MACD divergence detected
2020-07-18 09:00:00,9165.83,ENTER_LONG,70,"Price pulled back to 50 SMA in uptrend, High volume confirmation (2.62x average), MACD bullish crossover signaling trend resumption, Volatility expansion after contraction (confirmed on 1h/4h)"
2020-07-18 19:00:00,9163.84,EXIT_LONG,90,Bearish MACD divergence detected
2020-07-18 19:00:00,9163.84,ENTER_LONG,85,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, High volume confirmation (1.50x average), Price rejection from 20 SMA support, Volatility expansion after contraction (confirmed on 1h/4h)"
2020-07-21 01:00:00,9178.56,EXIT_LONG,90,Bearish MACD divergence detected
2020-07-24 08:00:00,9505.07,ENTER_LONG,65,"Price pulled back to 50 SMA in uptrend, Oversold RSI (35.76) in uptrend, Recent swing low confirmed (confirmed on 1h/4h)"
2020-07-24 10:00:00,9540.85,EXIT_LONG,90,Bearish MACD divergence detected
2020-07-24 11:00:00,9532.09,ENTER_LONG,65,"Price pulled back to 50 SMA in uptrend, Oversold RSI (35.93) in uptrend, Recent swing low confirmed (confirmed on 1h/4h)"
2020-07-24 15:00:00,9551.68,EXIT_LONG,90,Bearish MACD divergence detected
2020-07-25 01:00:00,9564.74,ENTER_LONG,70,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, Price rejection from 20 SMA support, Volatility expansion after contraction (confirmed on 1h/4h)"
2020-07-25 03:00:00,9581.58,EXIT_LONG,90,Bearish MACD divergence detected
2020-07-25 12:00:00,9603.79,ENTER_LONG,70,"Price pulled back to 50 SMA in uptrend, MACD bullish crossover signaling trend resumption, Price rejection from 20 SMA support, Volatility expansion after contraction (confirmed on 1h/4h)"
2020-07-25 13:00:00,9582.22,EXIT_LONG,90,Bearish MACD divergence detected
2020-07-25 13:00:00,9582.22,ENTER_LONG,75,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, High volume confirmation (1.33x average), Price rejection from 20 SMA support (confirmed on 1h/4h)"
2020-07-26 06:00:00,9698.77,EXIT_LONG,90,Bearish MACD divergence detected
2020-07-30 17:00:00,11041.47,ENTER_LONG,75,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, MACD bullish crossover signaling trend resumption, Price rejection from 20 SMA support (confirmed on 1h/4h)"
2020-07-31 06:00:00,11140.64,EXIT_LONG,90,Bearish MACD divergence detected
2020-07-31 06:00:00,11140.64,ENTER_LONG,70,"Price pulled back to 50 SMA in uptrend, MACD bullish crossover signaling trend resumption, Price rejection from 20 SMA support, Volatility expansion after contraction (confirmed on 1h/4h)"
2020-07-31 13:00:00,11151.95,EXIT_LONG,90,Bearish MACD divergence detected
2020-08-03 13:00:00,11273.05,ENTER_LONG,70,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, High volume confirmation (1.51x average), Volatility expansion after contraction (confirmed on 1h/4h)"
2020-08-05 16:00:00,11630.36,EXIT_LONG,90,RSI reversal from overbought levels (RSI: 90.39)
2020-08-08 09:00:00,11742.15,ENTER_LONG,70,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, Price rejection from 20 SMA support, Volatility expansion after contraction (confirmed on 1h/4h)"
2020-08-10 08:00:00,11976.53,EXIT_LONG,90,RSI reversal from overbought levels (RSI: 81.72)
2020-08-10 22:00:00,11817.96,ENTER_LONG,65,"Price pulled back to 50 SMA in uptrend, Oversold RSI (38.79) in uptrend, Recent swing low confirmed (confirmed on 1h/4h)"
2020-08-11 00:00:00,11872.0,EXIT_LONG,90,Bearish MACD divergence detected
2020-08-11 06:00:00,11751.79,ENTER_LONG,65,"Price pulled back to 50 SMA in uptrend, Oversold RSI (35.75) in uptrend, High volume confirmation (1.54x average) (confirmed on 1h/4h)"
2020-08-14 10:00:00,11720.72,EXIT_LONG,90,Bearish MACD divergence detected
2020-08-15 12:00:00,11749.33,ENTER_LONG,70,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, High volume confirmation (2.01x average), Volatility expansion after contraction (confirmed on 1h/4h)"
2020-08-15 16:00:00,11854.04,EXIT_LONG,90,Bearish MACD divergence detected
2020-08-15 21:00:00,11894.61,ENTER_LONG,75,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, High volume confirmation (2.09x average), Price rejection from 20 SMA support (confirmed on 1h/4h)"
2020-08-17 00:00:00,11845.31,EXIT_LONG,90,Bearish MACD divergence detected
2020-08-21 03:00:00,11866.58,ENTER_LONG,90,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, High volume confirmation (1.53x average), MACD bullish crossover signaling trend resumption, Price rejection from 20 SMA support (confirmed on 1h/4h)"
2020-08-24 03:00:00,11684.4,EXIT_LONG,90,Bearish MACD divergence detected
2020-08-26 17:00:00,11449.98,ENTER_SHORT,75,"Price pulled back to 50 SMA in downtrend, Overbought RSI (60.58) in downtrend, Recent swing high confirmed, Volatility expansion after contraction (confirmed on 1h/4h)"
2020-09-02 12:00:00,11428.65,EXIT_SHORT,90,RSI reversal from oversold levels (RSI: 12.17)
2020-09-06 22:00:00,10211.08,ENTER_SHORT,75,"Price pulled back to 50 SMA in downtrend, Recent swing high confirmed, High volume confirmation (1.46x average), Price rejection from 20 SMA resistance (confirmed on 1h/4h)"
2020-09-08 22:00:00,10106.5,EXIT_SHORT,90,Bullish MACD divergence detected
2020-09-08 22:00:00,10106.5,ENTER_SHORT,75,"Price pulled back to 50 SMA in downtrend, Recent swing high confirmed, High volume confirmation (2.57x average), Price rejection from 20 SMA resistance (confirmed on 1h/4h)"
2020-09-14 00:00:00,10273.28,EXIT_SHORT,90,Bullish MACD divergence detected
2020-09-18 04:00:00,10904.6,ENTER_LONG,70,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, Price rejection from 20 SMA support, Volatility expansion after contraction (confirmed on 1h/4h)"
2020-09-19 10:00:00,10993.11,EXIT_LONG,90,Bearish MACD divergence detected
2020-09-19 10:00:00,10993.11,ENTER_LONG,70,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, MACD bullish crossover signaling trend resumption, Volatility expansion after contraction (confirmed on 1h/4h)"
2020-09-23 20:00:00,10230.39,EXIT_LONG,100,Trailing stop hit at $10248.80 (8.0% from high of $11140.00)
2020-09-26 14:00:00,10706.65,ENTER_LONG,70,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, Price rejection from 20 SMA support, Volatility expansion after contraction (confirmed on 1h/4h)"
2020-09-26 15:00:00,10721.0,EXIT_LONG,90,Bearish MACD divergence detected
2020-09-27 06:00:00,10660.82,ENTER_LONG,75,"Price pulled back to 50 SMA in uptrend, Oversold RSI (31.44) in uptrend, High volume confirmation (2.20x average), Volatility expansion after contraction (confirmed on 1h/4h)"
2020-09-28 11:00:00,10877.91,EXIT_LONG,90,Bearish MACD divergence detected
2020-09-28 23:00:00,10696.12,ENTER_SHORT,70,"Price pulled back to 50 SMA in downtrend, High volume confirmation (2.39x average), Price rejection from 20 SMA resistance, Volatility expansion after contraction (confirmed on 1h/4h)"
2020-09-29 16:00:00,10692.39,EXIT_SHORT,90,Bullish MACD divergence detected
2020-09-30 05:00:00,10698.66,ENTER_SHORT,70,"Price pulled back to 50 SMA in downtrend, MACD bearish crossover signaling trend resumption, Price rejection from 20 SMA resistance, Volatility expansion after contraction (confirmed on 1h/4h)"
2020-09-30 18:00:00,10731.1,EXIT_SHORT,90,Bullish MACD divergence detected
2020-09-30 18:00:00,10731.1,ENTER_SHORT,75,"Price pulled back to 50 SMA in downtrend, Recent swing high confirmed, High volume confirmation (1.49x average), Price rejection from 20 SMA resistance (confirmed on 1h/4h)"
2020-10-02 21:00:00,10469.68,EXIT_SHORT,90,Bullish MACD divergence detected
2020-10-02 22:00:00,10551.02,ENTER_SHORT,65,"Price pulled back to 50 SMA in downtrend, Overbought RSI (61.26) in downtrend, Recent swing high confirmed (confirmed on 1h/4h)"
2020-10-03 06:00:00,10529.01,EXIT_SHORT,90,Bullish MACD divergence detected
2020-10-05 07:00:00,10686.31,ENTER_LONG,75,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, High volume confirmation (1.79x average), Price rejection from 20 SMA support (confirmed on 1h/4h)"
2020-10-05 11:00:00,10666.53,EXIT_LONG,90,Bearish MACD divergence detected
